"",name,region,variety,rating,notes
17361,Diamond Creek Red Rock Terrace Cabernet Sauvignon (375ML half-bottle) 2013,"Diamond Mountain District, Napa Valley, California",Red Wine,99,"Red Rock Terrace has velvety tannins. The wine is rich and well balanced, medium dark ruby color with cherry, mint and black currant flavors."
17470,Dolce (375ML half-bottle) 1999,"Napa Valley, California",,97,"Dolce is a blend of 76% Semillon and 24% Sauvignon Blanc. The rich, exotic fruit flavors and the honeyed botrytis character of the wine are complemented by toasty oak overtones that are balanced by a long, clean finish. Despite the difficulties experienced in the vineyard, this blend holds great promise. This warm vintage naturally developed more tropical flavors than some previous vintages - a reflection of vineyard location and vintage. The wine should continue to grow in complexity and interest as it ages in the bottle. -Dirk Hampson, Director of Winemaking"
17475,Dolce (375ML half-bottle) 2006,"Napa Valley, California",,98,"The 2006 Dolce is intensely fruity, driven by aromas of citrus and stone fruits, and layered with notes of honey and spice. Ripe peach and pear dominate in the nose and are complemented with notes of orange zest, dried apricot and fig. The palate is loaded with ripe and juicy apricot. It begins with a silky entry, followed by an unctuous and balanced mid-palate, and a mouthwatering, clean finish. With time we expect the emergence of the bottle bouquet, together with a subtle minerality, will beautifully showcase the fruit-forward nature of this youngster."
17477,Dolce (375ML half-bottle) 2010,"Napa Valley, California",,97,"Aromas of apricot, poached pear and orange rind dominate the more subtle clove and mineral notes. The flavors mimic the aromas on the nose, melding with a mouthwatering texture and added notes of juicy orange and citrus blossom. This wine shows the restraint of youthfulness with the expectation that its bottle bouquet will emerge with a few more years of bottle age. "
17524,Dom Perignon P2 Vintage in Gift Box 2000,"Champagne, France",Sparkling & Champagne,97,"The bouquet is ripe, lively and generous. The warm aromas of hay and brioche mingle with those of bergamot orange and russet stone fruit. The overall effect exudes smoky grey accents. On the palate, the vibrant opening strikes the first chord, a prelude to a complexity that is more tactile than plump, and only gives of itself gradually. The distinguished viscosity is understated and simply fits around the contours of the wine. The length is exquisitely bitter and abounds with sap, a mingling of liquorice and toasted malt."
17527,Dom Perignon Rose 2002,"Champagne, France",Sparkling & Champagne,98,"The wine's bouquet is lilting and luminous, with a wide spectrum dominated by an orange glow. This complexity becomes deeper and more somber in the finish, with hints of smoke and black cherry. The wine has an assertive presence and is remarkably tactile, with creamy fleshiness and caressing intensity. The feeling of fullness stretches out and sustains the sappy, vibrant, crystalline note."
17584,Domaine A.F. Gros Richebourg Grand Cru 2012,"Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,97,"This is an unforgettable wine possessing depth and an amazing mix of contrasts : power and finesse. Hints of wild violets, black currant, vanilla and spices that meld into a velvety palate constitute the hallmark of the appellation (power and finesse).  Give in to temptation right now, or make it last for several decades."
17871,Domaine de la Charbonniere Chateauneuf-du-Pape Les Hautes Brusquieres 2017,"Chateauneuf-du-Pape, Rhone, France",Red Wine,98,"This Single Vineyard Cuvée reveals layered hints of dark cherries, crushed raspberry, the structure is massive yet with some elegant tannins. "
17930,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes (1.5 Liter Magnum) 2000,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"The flagship wine of the estate, still the highest in international rankings. The color is dark with purple reflections. The nose, with discreet aromas of crushed black fruits and garrigue, is just waiting to melt into a noble and fresh material."
17931,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes 2000,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"Over the last quarter century, Domaine de la Janasse has become one of the most highly-regarded estates in Chateauneuf-du-Pape. Led by siblings Christophe and Isabelle Sabon, the estate combines the best of both traditional and modern techniques to craft a collection of truly riveting wines from ""simple"" value-priced VDP’s to their benchmark Chateauneufs."
17939,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes 2015,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"The flagship wine of the estate, still the highest in international rankings. The color is dark with purple reflections. The nose, with discreet aromas of crushed black fruits and garrigue, is just waiting to melt into a noble and fresh material. Keep it at least ten years before serving on a jugged hare Royale."
17948,Domaine de la Mordoree Chateauneuf-du-Pape La Reine des Bois 1998,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"Cuvee de la Reine des Bois Chateauneuf-du-Pape has deep ruby red color and red fruit aromas leading to leather, black truffles and coffee notes. Fat and concentrated on the palate, with licorice and dark fruit flavors. Pairs well with game and red meats or cheeses."
17955,Domaine de la Mordoree Chateauneuf-du-Pape La Reine des Bois 2010,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"Cuvee de la Reine des Bois Chateauneuf-du-Pape has a dark red color with blueish hints. Fruity and intense aromas of dried prunes and blackberry with coffee nuances. Melted and concentrated tannins, full bodied, very long fresh finish."
18017,Domaine de la Romanee-Conti La Tache Grand Cru 2003,"Burgundy, France",Red Wine,99,"La Tâche is elegance and rigor. Beneath the frequent hardness of its tannins, passion is aflame, restrained by an implacable, courtly elegance."
18019,Domaine de la Romanee-Conti La Tache Grand Cru 2005,"Burgundy, France",Red Wine,99,96 IWC
18020,Domaine de la Romanee-Conti La Tache Grand Cru 2009,"Burgundy, France",Red Wine,97,"Dark red color. The nose is dense, but discreet. Black fruits. It is unctuous, ample, rich and opulent in the mouth. The balance between complexity and lightness gives birth to a very classic La Tache: noble, concentrated, lanky, muscled and powerful, but lean and still reserved."
18023,Domaine de la Romanee-Conti Richebourg Grand Cru 2009,"Burgundy, France",Red Wine,97,"Beautiful color. On the nose, it is powerful, but fresh with minerality and blackcurrant-bud notes. This is a classic Richebourg: budding with freshness and energy, but the wine is still wrapped in fine tannins that need time to develop."
18025,Domaine de la Romanee-Conti Romanee St. Vivant Grand Cru 2005,"Burgundy, France",Red Wine,97,95+ Steven Tanzer
18057,Domaine de la Vieille Julienne Chateauneuf-du-Pape Vieilles Vignes 2000,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"To respect the spirit of the ""appellation"" at Vielle Julienne, this wine is always produced using Chateauneuf du Papes original varietals: Grenache, Syrah, Mourvedre, Cournoise, Cinsault, and even extremely rare varietals like Muscardin and Vaccarese. Harvest is entirely done by hand, and fermentation is carried out exclusively with indigenous yeast. The wine is aged in foudre for 1 year. Until 2001, this cuvee was marked as ""Vieilles Vignes."""
18126,Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2007,"Chateauneuf-du-Pape, Rhone, France",Red Wine,98,"Official French records indicate that the Armenier family has been tending vines in Châteauneuf-du-Pape since the 1300's. Today, winemaker-sisters Catherine Armenier and Sophie Estevenin continue to write history with the wines of Domaine de Marcoux. "
18130,Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2016,"Chateauneuf-du-Pape, Rhone, France",Red Wine,97,"The Vieilles Vignes, a cuvée made entirely from old-vine Grenache, made in vintages where the Grenache is abundant, rich and complex. It is sourced from the sandy soils of Charbonnières (planted 1900) the limestone marl of Esquierons (planted 1900/1949) and the gravelly red clay of Gallimardes (planted 1934/1959). It is aged entirely in 350L barrels for 18 months. While more concentrated and structured than the regular cuvée, it still possesses the delicate floral and spice character that is the signature of this domaine."
18137,Domaine de Montbourgeau L'Etoile Vin Jaune 2010,"Jura, France",White Wine,97,"Made exclusively from the Savagnin grape, the Vin Jaune of Montbourgeau is always produced from a late harvest. After fermentation the wine is racked into foudres (30 hectoliter size) and then, after six months, racked again into smaller barrels. It is never topped off, the ""voile"" appears and the wine is left for at least seven years to age in barrel before being declared “Vin Jaune” and being bottled. The “Jaune” of Montbourgeau is more high-toned than the Jaunes of Puffeney and Gahier, less broad perhaps, but more fine -- a clear reflection of the appellation of L’Etoile."
18221,Domaine des Baumard Quarts de Chaume (375ML half-bottle) 1995,"Loire, France",White Wine,98,"Serve Quarts de Chaume as an apertif with foie gras, rillette canapes or chicken liver, blue cheeses such as Roquefort and Gorgonzola, and 'white desserts,' such as poached pears or peaches with creme anglaise."
18378,Domaine du Clos de Tart Grand Cru Monopole (1.5 Liter Magnum) 2016,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,97,"Deep ruby color of a royal robe. Very complex nose with a wide range of fragrances: wild strawberry with hints of rose, lilac, spice, pepper, tobacco and noble herbaceous notes. The dense, ample and full-bodied mouthfeel retains an ethereal touch: fleshy and silky tannins lightly fill the palate, leaving a gracious, caressing finish. The 2016 is a powerful wine, elegant, deep and seductive."
18379,Domaine du Clos de Tart Grand Cru Monopole 2016,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,97,"Deep ruby color of a royal robe. Very complex nose with a wide range of fragrances: wild strawberry with hints of rose, lilac, spice, pepper, tobacco and noble herbaceous notes. The dense, ample and full-bodied mouthfeel retains an ethereal touch: fleshy and silky tannins lightly fill the palate, leaving a gracious, caressing finish. The 2016 is a powerful wine, elegant, deep and seductive."
